disable-inlining,max-memory-inhibit,klee-call-optimisation,use-construct-hash-stp,use-visitor-hash,equality-substitution,check-overshift,check-div-zero,use-branch-cache,use-independent-solver,use-call-paths,use-cex-cache,use-forked-solver,watchdog,const-array-opt,zero-seed-extension,warnings-only-to-file,smtlib-human-readable,warn-all-external-symbols,use-iterative-deepening-time-search,cex-cache-exp,all-external-warnings,readable-posix-inputs,return-null-on-zero-malloc,emit-all-errors,solver-optimize-divides,cex-cache-try-all,simplify-sym-indices,named-seed-matching,disable-verify,track-instruction-time,silent-klee-assume,suppress-external-warnings,cex-cache-superset,verify-each,max-memory,max-stack-frames,max-forks,max-sym-array-size,max-depth,batch-instructions,redzone-size,seed-time,max-solver-time,batch-time,uncovered-update-interval,max-static-fork-pct,max-static-solve-pct,max-static-cpfork-pct,max-static-cpsolve-pct,array-value-symb-ratio,array-value-ratio,search,switch-type,smtlib-display-constants,smtlib-abbreviation-mode,seed-file,sym-arg,sym-stdin,sym-files-1,sym-files-2,Coverage
False,True,False,True,True,True,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,True,False,1599,493,3246,1552,2060,1780,32,3,4,1,10,0.2807026644,0.9997577242,0.4181706872,0.9211930493,0.7124726687,0.4961193396,nurs:cpicnt,llvm,dec,none,8,13,4,1,10,88
True,True,True,True,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,True,True,True,False,False,2987,1164,6246,3496,2805,2981,37,4,2,3,19,0.1196614005,0.6484883314,0.08180435045,0.379777475,0.3736376488,0.5464147243,nurs:icnt,simple,hex,none,3,20,5,1,6,165
True,False,False,True,False,True,True,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,True,2087,977,3628,2183,1451,2650,27,2,2,2,13,0.3588998328,0.678218902,0.4963333665,0.76561433,0.2643177071,0.6076439771,nurs:covnew,internal,dec,let,3,12,2,1,11,164
False,True,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,False,False,True,False,True,False,True,False,False,4103,1649,7836,4126,3341,3855,42,6,5,3,20,0.3464565731,0.8007211547,0.03780327616,0.7736164362,0.9196842909,0.5415668227,nurs:md2u,internal,dec,none,4,13,5,1,20,900
True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,2302,1079,6589,2658,3153,2780,25,4,4,3,17,0.6262835112,0.9884589383,0.9490470336,0.5999309099,0.9994143263,0.4063270816,nurs:covnew,internal,dec,let,8,10,4,2,3,332
False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,False,True,True,False,True,False,False,False,True,5598,2293,10279,5669,4390,3933,42,7,5,6,20,0.5738764683,0.325803702,0.04856792453,0.03067084363,0.5668662922,0.5807425276,nurs:qc,llvm,bin,named,5,16,6,2,1,105
True,False,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,True,True,False,False,1345,799,6467,1657,2937,2514,16,3,2,3,9,0.9056534057,0.1621704469,0.2557829748,0.5268044534,0.4758608508,0.007202507162,dfs,llvm,bin,named,3,5,2,2,19,687
False,False,False,True,False,False,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,True,True,True,True,False,2727,1549,8918,3234,4161,2826,27,6,5,3,20,0.4537827647,0.02431359355,0.7294248835,0.4902229431,0.4549007245,0.5340888264,nurs:depth,llvm,hex,named,6,15,4,2,20,79
False,True,True,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,True,False,False,True,False,True,False,False,True,True,False,False,True,1031,565,4490,1649,2851,1932,10,3,1,6,8,0.4705863006,0.6768303818,0.9585795716,0.4808626248,0.6932232309,0.7147096769,bfs,simple,hex,none,10,5,2,1,22,114
True,False,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,1950,1071,8802,1837,4043,3103,17,3,3,4,13,0.02376287948,0.5228404807,0.149820744,0.8579519062,0.9093887438,0.5277898436,nurs:qc,llvm,dec,named,1,6,2,1,22,366
False,False,True,True,True,False,True,False,False,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,1559,588,6784,992,2249,2384,13,3,3,3,11,0.9826813465,0.6698133609,0.8269767111,0.6890634701,0.1812705598,0.9966068583,dfs,llvm,hex,none,7,6,8,2,2,516
True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,2304,1540,12842,1937,5794,3163,17,8,5,5,19,0.9799912108,0.1364116258,0.9389518147,0.06124837136,0.8732031134,0.9262372503,random-state,internal,bin,let,6,19,3,1,14,347
True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,False,False,False,True,1112,365,3879,584,1901,2003,12,2,2,2,6,0.1908618485,0.3877196959,0.6420633441,0.05919931278,0.7874242854,0.7397952687,nurs:icnt,internal,bin,named,2,15,3,2,15,145
True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,True,False,2305,790,7017,1072,2584,4285,16,4,3,3,12,0.6032455313,0.1592912945,0.0415925879,0.4293156795,0.8403250961,0.7176459168,nurs:qc,internal,bin,none,8,23,13,1,6,79
True,True,False,False,True,False,True,True,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,True,False,True,True,True,False,True,False,False,True,True,True,1530,319,2939,445,996,1084,11,1,2,2,3,0.2042875984,0.4109549851,0.8206931518,0.1278791412,0.5202526505,0.4828099441,nurs:icnt,llvm,bin,named,10,15,3,2,26,135
True,False,False,True,False,False,True,True,False,True,False,True,True,False,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,True,False,False,2917,439,5199,729,2216,2277,16,2,3,3,8,0.1502682187,0.6187262391,0.5621269324,0.378360372,0.6074902124,0.6089566655,nurs:covnew,llvm,dec,let,10,25,4,2,25,610
True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,2527,264,4538,430,1394,1451,15,2,2,3,4,0.3012232901,0.9446357399,0.3098830469,0.9619548638,0.2970954739,0.307397552,nurs:depth,llvm,dec,let,8,25,4,2,1,277
False,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,3512,513,7576,863,2689,2865,19,5,3,7,10,0.4524951603,0.8332560463,0.991126464,0.870538363,0.5979386609,0.2079607034,nurs:covnew,simple,bin,none,3,36,6,1,9,82
False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,False,False,True,True,True,True,True,False,True,False,True,False,False,True,2467,172,2587,287,1247,1391,17,1,1,2,3,0.06303977923,0.7130957024,0.3685287877,0.01631394657,0.5919427796,0.4226863249,random-path,simple,hex,let,5,13,2,1,18,195
False,True,True,True,True,True,True,False,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,3257,331,6009,441,2027,2116,20,3,2,4,4,0.5931099094,0.2562207418,0.9615703463,0.9080097602,0.7353819102,0.06512582148,nurs:qc,internal,bin,let,9,34,4,1,18,102
True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1409,218,1486,224,1162,1590,9,1,1,2,3,0.629774657,0.498863127,0.8474801352,0.1343664029,0.2341118056,0.2007505721,nurs:rp,simple,dec,named,3,13,2,2,5,183
False,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,3469,384,3641,406,2289,2351,18,3,1,3,4,0.7776591173,0.2787246661,0.9624310515,0.2136222311,0.04797905708,0.4225513108,random-path,llvm,bin,named,3,17,2,1,19,133
False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,3069,211,1325,130,1057,1257,8,1,5,1,2,0.002732869104,0.08578706278,0.1283281328,0.4983254542,0.1316259414,0.2897194811,nurs:icnt,internal,hex,let,6,13,4,1,20,75
True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True,True,True,False,True,False,True,False,True,True,False,4554,237,1743,238,1631,1662,13,4,2,3,3,0.4630583982,0.9399824031,0.1420701599,0.5700280367,0.1859924984,0.3409279855,nurs:md2u,internal,hex,let,9,19,3,1,3,708
True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,True,True,True,2490,215,1031,123,1043,1600,13,2,1,3,3,0.08122930467,0.08521186792,0.7388140351,0.4864400252,0.3281795689,0.5986981825,nurs:qc,simple,hex,none,2,14,3,1,22,566
False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,True,False,True,True,True,True,False,False,False,False,True,True,False,4586,342,2155,261,1645,2476,13,4,3,3,36,0.1507360619,0.310768318,0.7954403847,0.5672555707,0.5229801799,0.1961850692,nurs:cpicnt,llvm,hex,named,1,19,4,1,20,731
False,True,True,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,3777,338,932,155,1430,1286,35,3,1,7,3,0.4402240714,0.4231119033,0.5197480882,0.1975893502,0.4605581848,0.5979457548,nurs:md2u,llvm,bin,named,1,10,3,2,25,145
True,True,True,False,True,False,True,False,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,True,False,True,True,True,False,True,False,False,False,6526,502,1512,267,2071,2335,19,5,2,4,3,0.9647635816,0.2761471068,0.1414000765,0.1427134839,0.03408209667,0.6094966731,nurs:depth,llvm,dec,none,4,27,4,2,20,224
False,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,False,True,True,False,False,False,True,True,2710,256,1394,180,1276,2023,22,5,1,2,37,0.4091587513,0.4754792206,0.7870308275,0.4103511489,0.4070307468,0.2237391107,nurs:qc,internal,hex,named,3,5,2,2,15,327
False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,True,True,True,4642,419,2084,300,1725,2681,44,5,4,5,4,0.6704798599,0.5020023018,0.4796021542,0.9493681924,0.09837065639,0.2513144476,bfs,llvm,hex,none,10,15,6,1,16,197
False,False,False,True,True,True,False,True,True,True,False,False,False,False,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,3622,205,1071,91,1044,1670,21,8,1,1,2,0.01458145672,0.7636427713,0.1411459335,0.8792048093,0.4367321896,0.7966172189,nurs:md2u,internal,hex,none,10,3,1,2,16,701
False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,True,False,True,True,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,5472,356,1880,256,1478,2677,30,6,4,2,4,0.7825362979,0.03489496129,0.1685523426,0.1783522905,0.8565438012,0.231641146,nurs:rp,llvm,bin,none,4,7,2,2,30,82
True,True,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,True,True,True,1968,205,637,60,691,1365,13,5,1,1,2,0.2682443055,0.3240154438,0.4755714353,0.2222689661,0.4008665762,0.9667861855,random-path,internal,dec,let,4,3,1,1,28,112
False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,5112,210,1161,110,1318,1954,22,8,3,2,2,0.7376274789,0.9700028243,0.09270334725,0.9002944342,0.2048501599,0.4656353523,nurs:cpicnt,llvm,dec,let,5,4,4,1,2,11
True,False,True,False,True,True,True,True,False,False,False,False,True,True,True,False,True,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,False,False,True,1219,205,410,52,661,691,7,5,1,2,3,0.4777005607,0.4637835603,0.0461283331,0.511246289,0.5918971431,0.3728452412,nurs:md2u,simple,bin,named,5,2,3,1,19,94
True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,False,True,2100,305,784,87,728,1615,17,5,4,5,3,0.5753988044,0.1547485888,0.274587658,0.8955329181,0.005333977084,0.3812992094,nurs:icnt,simple,hex,none,9,4,4,1,15,93
False,False,False,False,True,False,True,True,True,False,True,False,False,False,True,True,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,653,179,468,47,556,446,7,5,2,1,9,0.8405214039,0.9510920022,0.994847716,0.3217202637,0.9340985777,0.9078766678,nurs:cpicnt,internal,bin,none,5,2,2,2,20,518
True,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,False,True,True,True,False,True,True,False,1344,302,1114,114,938,950,9,8,5,2,4,0.5929571771,0.3735977394,0.673752912,0.3411746124,0.5670110305,0.743025867,bfs,internal,dec,let,8,2,3,2,4,518
True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,False,True,False,False,1169,196,425,83,862,948,8,7,1,1,8,0.412343383,0.2960454701,0.6057818877,0.9543772918,0.133447525,0.4788528877,dfs,simple,bin,named,3,9,2,1,15,96
True,False,False,False,True,False,False,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,1549,418,581,147,1142,1097,12,11,3,4,13,0.8414850755,0.9090174699,0.2713007084,0.3186369902,0.4117202054,0.2737129533,nurs:rp,simple,bin,none,6,2,4,1,11,519
True,True,True,False,True,False,True,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,False,True,False,True,False,False,True,True,True,True,906,387,507,136,921,780,8,11,3,4,13,0.08553718137,0.9227639628,0.3511565365,0.9964294887,0.2601947795,0.3905821683,random-state,llvm,hex,named,4,2,4,1,15,519
True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,False,False,True,False,True,True,False,True,False,True,True,True,1667,546,648,176,1186,1124,18,11,5,5,27,0.8778458039,0.5971739818,0.9272231007,0.001949505265,0.644574351,0.6749936829,nurs:depth,simple,hex,let,8,23,9,1,21,134
True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,True,600,286,258,110,739,444,5,14,3,2,9,0.5480261628,0.7306282889,0.4828325925,0.5558150196,0.02431169066,0.0608292834,nurs:covnew,llvm,dec,none,8,1,2,1,26,34
True,False,False,True,False,False,True,True,True,True,True,False,False,False,False,True,True,True,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,1105,574,514,194,991,879,12,11,4,6,15,0.9667654878,0.8933416947,0.1329027698,0.3010791715,0.2067448992,0.9386906876,random-path,simple,bin,named,10,3,6,1,9,111
False,False,True,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,963,220,354,122,538,621,7,9,2,5,11,0.6018839329,0.7873374469,0.04272888709,0.5611896912,0.03217191378,0.6601684869,nurs:rp,llvm,bin,let,9,2,5,2,2,519
True,False,False,False,True,True,True,True,False,True,True,False,False,True,True,True,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,True,True,True,True,1379,304,744,209,1047,1302,17,14,3,9,17,0.3001755008,0.9869804102,0.1051934833,0.4738281172,0.3268546056,0.5671748696,nurs:rp,internal,dec,none,3,4,9,1,11,107
False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,820,152,295,81,308,410,7,8,1,5,7,0.1472676512,0.1019894518,0.447231854,0.6175852491,0.5866114819,0.3573038391,random-state,internal,bin,none,8,1,4,1,28,34
True,True,False,True,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,False,False,True,True,False,True,False,True,False,True,1251,234,515,168,552,877,10,9,3,6,16,0.8474314649,0.2384908169,0.08724510236,0.4515529642,0.2793105124,0.805929267,random-state,llvm,dec,let,3,3,5,1,1,630
False,False,False,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,True,True,False,False,True,962,193,454,135,417,772,10,8,2,3,9,0.07296042344,0.3106155177,0.377456906,0.3677415396,0.07564297968,0.4785824235,nurs:icnt,llvm,bin,named,3,3,3,2,7,588
False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,1557,328,626,242,589,923,31,12,4,7,21,0.8270828498,0.1034064245,0.3446510421,0.1617148271,0.6722383453,0.6000044907,nurs:covnew,llvm,dec,named,9,12,5,1,30,346
True,False,False,False,True,False,False,False,True,False,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,1489,178,402,132,221,743,6,8,1,2,12,0.4692895394,0.2887237983,0.3217701007,0.7605601263,0.7928571475,0.9483242385,dfs,simple,hex,named,3,3,3,1,26,519
False,True,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,True,True,False,False,1747,198,545,191,489,851,13,8,3,3,31,0.4354053945,0.5771758496,0.007865976547,0.8538635252,0.9812511414,0.1816493807,random-path,simple,hex,none,9,4,3,1,10,81
True,False,False,True,True,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,True,1373,134,358,106,117,669,6,11,1,2,11,0.0222362362,0.731519956,0.3800145665,0.5315180359,0.3659418209,0.4288135017,nurs:md2u,simple,dec,let,10,3,8,1,23,34
True,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,1514,215,498,172,289,836,6,8,3,2,14,0.8910070869,0.9866411549,0.5271671063,0.3993690215,0.5929067096,0.760221983,random-state,internal,hex,none,5,3,4,2,17,129
True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,True,True,True,False,False,False,True,False,True,True,True,True,False,True,1243,154,323,55,178,536,21,8,3,4,12,0.9221228576,0.07703428708,0.3882745445,0.8555232332,0.01289058166,0.8158571898,nurs:qc,llvm,hex,named,7,16,3,1,11,90
False,True,False,False,True,True,True,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,2154,235,551,128,325,1159,8,9,3,2,17,0.3878689527,0.3886186391,0.6493227914,0.193858165,0.5939927259,0.4629561938,bfs,llvm,hex,none,6,3,4,1,13,93
False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,True,True,True,False,True,True,True,False,False,True,True,False,677,134,179,47,310,496,8,7,5,2,14,0.6017195879,0.9517270114,0.01686964105,0.009201044467,0.3274435902,0.4809121445,nurs:covnew,llvm,hex,none,6,3,2,1,20,231
True,True,True,True,False,True,True,False,True,True,True,False,True,True,False,True,True,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,1370,177,422,60,398,709,13,12,3,2,25,0.1324561173,0.001803698734,0.03502157228,0.2216987987,0.6622896993,0.5798523176,nurs:depth,internal,dec,let,1,32,3,1,17,674
True,True,False,False,True,False,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,1013,114,274,34,293,592,10,8,3,9,13,0.6186234098,0.4458826007,0.416978541,0.6067652443,0.2471019683,0.2256105148,nurs:covnew,simple,bin,none,9,27,2,1,4,76
True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,True,1628,191,627,71,594,857,16,13,4,3,31,0.1039841642,0.3977283028,0.2225482097,0.4295327751,0.1393172527,0.6281814549,dfs,internal,hex,let,5,35,4,2,19,0
False,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,True,False,True,539,111,273,28,161,507,8,8,2,9,7,0.303440668,0.6286765763,0.5187715231,0.8566192467,0.7640291732,0.0256820024,nurs:cpicnt,llvm,bin,let,2,23,1,2,23,498
True,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False,True,True,1258,147,334,34,401,768,10,8,3,9,19,0.8003942517,0.0889408092,0.2501471317,0.6039459014,0.8279896713,0.7851369302,bfs,internal,dec,let,3,35,3,2,5,172
False,False,True,True,True,False,True,False,True,True,True,False,True,False,False,True,True,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,False,True,False,382,98,270,18,115,341,6,10,2,10,5,0.8455901611,0.7438555056,0.210724626,0.9642658337,0.4397992246,0.8722436213,bfs,internal,hex,named,5,16,1,1,29,114
True,True,True,True,False,True,False,False,True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,763,111,406,31,207,709,12,8,2,13,7,0.2965779037,0.6640788538,0.3774774738,0.1970832529,0.7005345476,0.06556666138,nurs:md2u,internal,bin,named,9,29,5,2,6,629
True,True,False,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,True,548,71,374,24,151,509,11,7,3,8,4,0.5299751055,0.5369633614,0.8136025836,0.8694784798,0.8529787022,0.8845012768,nurs:icnt,llvm,hex,named,7,21,5,2,12,107
False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False,False,False,False,True,False,True,False,979,132,506,38,293,841,18,9,3,16,8,0.9376955679,0.5869879697,0.895483346,0.2782474209,0.5946932263,0.5166096805,bfs,internal,bin,let,2,38,9,2,22,115
False,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,True,True,False,True,True,True,False,False,True,337,68,257,23,252,561,13,9,3,4,3,0.00549692341,0.9903403128,0.9422359339,0.7813052412,0.4665685081,0.85086612,nurs:covnew,simple,bin,named,2,11,5,2,28,77
